year,month,Block,TotalPoundsLanded,TotalValue,Season
2003,2,860,3888.15,29580.745,5
2003,2,867,1141.4,7044.4,5
2003,2,877,227.7,1720.13,5
2003,2,888,181.7,1408.175,5
2003,2,897,392,3018.4,5
2003,3,609,80,640,5
2003,3,638,80,640,5
2003,3,643,355.5,2844,5
2003,3,652,287.55,1940.4,5
2003,3,653,445.45,3492.4,5
2003,3,654,75,581.25,5
2003,3,655,284.1,1792.8,5
2003,3,656,77.8,622.4,5
2003,3,657,523.5,4108,5
2003,3,665,150,1162.5,5
2003,3,680,1530.9,11586.8,5
2003,3,681,395.3,2925.65,5
2003,3,683,351.3,2800.94,5
2003,3,684,420.8,3029.8,5
2003,3,685,363.9,2911.2,5
2003,3,686,616,4928,5
2003,3,687,604.4,4835.2,5
2003,3,688,6092.1,48338.8,5
2003,3,689,2921.7,23373.6,5
2003,3,702,228,1720.25,5
2003,3,705,72,504,5
2003,3,707,38.5,308,5
2003,3,708,745.5,5641.675,5
2003,3,709,234.9,1865.7,5
2003,3,711,630.8,5046.4,5
2003,3,712,814.75,6284.6875,5
2003,3,714,62.7,485.925,5
2003,3,717,24,168,5
2003,3,719,1533.35,11253.5,5
2003,3,720,1915.33,14669.1,5
2003,3,728,37,268.25,5
2003,3,737,367.7,2849.675,5
2003,3,738,700.5,4332.075,5
2003,3,740,33.8,236.925,5
2003,3,754,65,503.75,5
2003,3,756,776.1,5871.939,5
2003,3,757,698.3,5323.375,5
2003,3,758,38.3,287.25,5
2003,3,762,283.7,2093.5,5
2003,3,765,197,1379,5
2003,3,801,188.7,1497.6,5
2003,3,802,151.6,1182.9,5
2003,3,807,106.25,743.75,5
2003,3,812,17,136,5
2003,3,813,705,5373,5
2003,3,814,1627,12912,5
2003,3,821,168,1281.25,5
2003,3,822,400.1,2889.025,5
2003,3,829,1145.4,9218.2,5
2003,3,842,516.45,3947.1,5
2003,3,850,37,299.7,5
2003,3,860,1335.7,10366.9,5
2003,3,862,66.7,533.6,5
2003,3,877,56,420,5
2003,3,880,28,224,5
2003,3,897,2307,16458.83,5
2003,7,688,218.6,262.32,5
2003,9,652,1382,1658.4,5
2003,10,507,100,726,6
2003,10,560,82,574,6
2003,10,651,628.5,4399.5,6
2003,10,652,3618.9,24417.83,6
2003,10,653,17223.79,113885.5875,6
2003,10,654,4874.1,33434.175,6
2003,10,655,4464.24,30796.68,6
2003,10,656,1554.7,10882.9,6
2003,10,657,2282.1,7075.14,6
2003,10,665,4511.22,31856.082,6
2003,10,667,62,372,6
2003,10,678,589.9,4031.3,6
2003,10,680,4167.5,28470.825,6
2003,10,681,476.5,3797.5,6
2003,10,683,1218.4,8475.44,6
2003,10,684,2979.3,20227.955,6
2003,10,685,95.8,670.6,6
2003,10,686,323,2260.645,6
2003,10,687,2245.6,15268.275,6
2003,10,688,8554.5,58415.61,6
2003,10,689,1252.6,8841.4,6
2003,10,703,369,2583,6
2003,10,704,545.5,4364,6
2003,10,707,2344,16408,6
2003,10,708,15614.4,108798.605,6
2003,10,709,1218.9,8535.975,6
2003,10,711,3039.44,21917.08,6
2003,10,712,441.1,2977.425,6
2003,10,718,31.15,210.2625,6
2003,10,719,5545.8,37920.85,6
2003,10,720,8416,58163.865,6
2003,10,733,10.3,69.525,6
2003,10,737,3568.15,24554.2125,6
2003,10,738,7514.82,51259.515,6
2003,10,739,314.6,2221.8,6
2003,10,740,451.1,3229.225,6
2003,10,752,141.3,1006.65,6
2003,10,756,14606.25,105750.4205,6
2003,10,757,9347.22,66720.855,6
2003,10,758,1426.5,8833.185,6
2003,10,760,360.8,2164.8,6
2003,10,762,822.4,5646.05,6
2003,10,763,225.75,1693.125,6
2003,10,765,7475,50990.75,6
2003,10,767,217.2,1520.4,6
2003,10,800,197.2,1421.4,6
2003,10,801,867.8,6800.4,6
2003,10,802,1587.4,10691.095,6
2003,10,807,5891.8,39807.4,6
2003,10,813,8171.6,57397.93,6
2003,10,814,5851.1,41436.72,6
2003,10,815,766,5362,6
2003,10,821,20291.1,136080.2475,6
2003,10,822,2494.3,16934.15,6
2003,10,829,6513.07,46337.445,6
2003,10,840,61,427,6
2003,10,842,5068.2,35562.9,6
2003,10,850,2669.82,18774.521,6
2003,10,860,64925.7,460938.01,6
2003,10,862,52,364,6
2003,10,864,321,2247,6
2003,10,866,111,777,6
2003,10,867,8972.4,63572.6,6
2003,10,869,192,1344,6
2003,10,877,664.5,4983.75,6
2003,10,878,1920.8,14359.5,6
2003,10,1035,197.5,1303.425,6
2003,11,553,59.3,380.1,6
2003,11,608,858,5982.04,6
2003,11,652,3301.4,23689.97,6
2003,11,653,5280.74,36264.836,6
2003,11,654,2782.85,19153.3325,6
2003,11,655,3425.3,23644.76,6
2003,11,656,1127.65,7961.06,6
2003,11,657,2410.7,16998.65,6
2003,11,664,72.9,512.775,6
2003,11,665,4616.7,32788.225,6
2003,11,666,250.3,1689.525,6
2003,11,680,2343.6,16137.09,6
2003,11,681,516.4,3801.33,6
2003,11,683,229.5,1805.125,6
2003,11,684,2155,14688.27,6
2003,11,685,401.9,2913.775,6
2003,11,686,536.4,3778.3,6
2003,11,687,3161.7,21696.04,6
2003,11,688,7857.4,55305.03,6
2003,11,689,2773.9,19478.63,6
2003,11,704,350.5,2804,6
2003,11,705,286.1,2074.225,6
2003,11,707,131.4,919.8,6
2003,11,708,8171.3,57792.46,6
2003,11,709,2788,19714.165,6
2003,11,711,4970.6,35767.75,6
2003,11,712,2283.6,16012.05,6
2003,11,717,38,266,6
2003,11,719,3859.55,27321.03,6
2003,11,720,2145.7,15525.125,6
2003,11,737,1244.4,8616.25,6
2003,11,738,2170,15261.3125,6
2003,11,739,52.65,381.7125,6
2003,11,740,497.1,3670.725,6
2003,11,750,93.1,791.35,6
2003,11,751,136.5,1057.875,6
2003,11,756,3995.25,30745.235,6
2003,11,757,3669.1,27682.925,6
2003,11,758,107.5,800.875,6
2003,11,762,526.6,3686.2,6
2003,11,765,2272,16060.5,6
2003,11,767,187,1309,6
2003,11,800,125.4,932.1,6
2003,11,801,741.5,5732,6
2003,11,802,632.2,4183.8,6
2003,11,807,5095.77,35677.525,6
2003,11,813,9665.9,69266.275,6
2003,11,814,3827.6,27711.9,6
2003,11,817,400.8,2805.6,6
2003,11,821,4981.5,35273.0625,6
2003,11,822,356,2475,6
2003,11,829,1242,9121,6
2003,11,842,2513.9,17975.5,6
2003,11,850,3609.15,25325.565,6
2003,11,860,30701.6,214932.5175,6
2003,11,861,117,994.5,6
2003,11,862,68.6,522,6
2003,11,867,3933.1,28255.75,6
2003,11,869,61,427,6
2003,11,873,780,6045,6
2003,11,877,1069,8169.5,6
2003,11,878,226,1582,6
2003,11,881,394,3013.5,6
2003,11,897,1493,10043.55,6
2003,12,220,92,690,6
2003,12,228,35,280,6
2003,12,519,60,420,6
2003,12,560,59,413,6
2003,12,652,1532.1,10846.315,6
2003,12,653,2143.8,15129.125,6
2003,12,654,841.9,6351.65,6
2003,12,655,1359.4,10164.23,6
2003,12,656,675,4967.71,6
2003,12,657,2282.5,16906.44,6
2003,12,665,2180.6,16321,6
2003,12,680,2635.23,15293.1575,6
2003,12,681,732.3,5382.245,6
2003,12,683,22,176,6
2003,12,684,1823.25,13425.04,6
2003,12,685,1092.4,7986.35,6
2003,12,686,1103.7,7989.6,6
2003,12,687,3644.9,26830.655,6
2003,12,688,6406.9,47909.815,6
2003,12,689,4091.9,29883.835,6
2003,12,690,859.7,6793.6,6
2003,12,702,34,255,6
2003,12,704,818,6485.715,6
2003,12,707,168.1,1260.75,6
2003,12,708,3751.7,27774.13,6
2003,12,709,728.1,5408.67,6
2003,12,710,627.3,4754.25,6
2003,12,711,1879.1,14118.885,6
2003,12,712,2282.7,16769.195,6
2003,12,718,98.7,715.575,6
2003,12,719,4647.9,34153.775,6
2003,12,720,3313,23838,6
2003,12,732,106.35,771.0375,6
2003,12,735,13.45,97.5125,6
2003,12,737,774.45,5221.8375,6
2003,12,738,1343.4,8683.375,6
2003,12,739,138.5,1004.125,6
2003,12,740,1328.4,10110.3,6
2003,12,752,25.6,179.2,6
2003,12,754,433.3,3017.75,6
2003,12,756,2434.5,18569.55,6
2003,12,757,3253.9,25093.625,6
2003,12,758,214,1585.75,6
2003,12,762,1560,10804,6
2003,12,765,2145,15724.75,6
2003,12,801,583.7,4469.4,6
2003,12,802,531.2,3904.3,6
2003,12,807,4493.5,32948.25,6
2003,12,813,8279.2,61543.68,6
2003,12,814,1897.1,14004.23,6
2003,12,821,3334.65,23094.575,6
2003,12,822,479.4,3461.5,6
2003,12,829,667.45,5220.9125,6
2003,12,840,107.5,860,6
2003,12,842,1803.1,12931.8,6
2003,12,850,2700.98,19503.465,6
2003,12,852,83.7,606.825,6
2003,12,860,17698.67,130290.39,6
2003,12,862,38,266,6
2003,12,867,3004,21028,6
2003,12,869,407,3154.25,6
2003,12,877,1422.8,11211.725,6
2003,12,897,3975.6,25272.725,6
2003,12,904,54,486,6
2004,1,488,243,2065.5,6
2004,1,643,418.1,3409.06,6
2004,1,652,885.8,7097.61,6
2004,1,653,1028.5,8357.375,6
2004,1,654,419.02,3418.895,6
2004,1,655,497.9,4090.54,6
2004,1,656,653.1,5319.9,6
2004,1,657,579.9,4737.93,6
2004,1,664,14.63,117.04,6
2004,1,665,905.4,7344.7,6
2004,1,680,2269.19,18180.7675,6
2004,1,681,388.7,3172.405,6
2004,1,684,779.4,6153.8,6
2004,1,685,525.1,4200.8,6
2004,1,687,1634.2,13143.05,6
2004,1,688,5199,42404.64,6
2004,1,689,4904,39656.245,6
2004,1,690,4671.6,37931.26,6
2004,1,701,227.7,1821.6,6
2004,1,702,32,240,6
2004,1,704,595,5009.5,6
2004,1,708,1424.86,11102.03,6
2004,1,709,1014.8,8234.44,6
2004,1,710,415.9,3282.7,6
2004,1,711,959.5,7815.05,6
2004,1,712,1058,8582.19,6
2004,1,714,5,37.5,6
2004,1,719,6030.15,45858.8125,6
2004,1,720,2391.3,17977.6,6
2004,1,734,44,308,6
2004,1,737,618.89,5071.82,6
2004,1,738,654.27,3171.085,6
2004,1,739,145.85,1054.1625,6
2004,1,740,21,144.5,6
2004,1,752,13.8,110.4,6
2004,1,756,1677.4,13282.2,6
2004,1,757,2502.89,20040.045,6
2004,1,761,1922,14415,6
2004,1,762,499,3814,6
2004,1,765,1588,11910,6
2004,1,770,25,0,6
2004,1,800,96.5,769.5,6
2004,1,801,242.8,2031.4,6
2004,1,802,498.4,3938.175,6
2004,1,807,303,2307.5,6
2004,1,813,8001.1,64618.19,6
2004,1,814,1830.4,15015.86,6
2004,1,821,2571.2,19564.3,6
2004,1,829,549.3,4488.7,6
2004,1,842,1131.5,8893.875,6
2004,1,847,97,776,6
2004,1,850,1458.5,11449.6,6
2004,1,860,8022.18,61996.315,6
2004,1,863,46.5,372,6
2004,1,867,1151,8057,6
2004,1,869,40,320,6
2004,1,871,5.15,0,6
2004,1,877,834.8,6501.9,6
2004,1,878,363,3085.5,6
2004,1,888,318.6,2628.45,6
2004,1,897,1981.1,13091.9,6
2004,2,219,5,37.5,6
2004,2,652,347.4,2717.975,6
2004,2,653,333.58,2771.095,6
2004,2,654,370.2,2958.775,6
2004,2,655,519.6,4336.81,6
2004,2,656,209.1,1716.195,6
2004,2,657,388.3,3178.075,6
2004,2,665,338.9,2839.97,6
2004,2,680,1694.44,13568.862,6
2004,2,681,211.45,1705.725,6
2004,2,683,67,540.42,6
2004,2,684,170.9,1409.925,6
2004,2,686,575.2,4784.45,6
2004,2,687,188.3,1553.475,6
2004,2,688,4481.3,36967.48,6
2004,2,689,3089.4,25226.04,6
2004,2,690,3408.5,27821.93,6
2004,2,702,24,192,6
2004,2,704,87,687.72,6
2004,2,708,526.7,4285.675,6
2004,2,709,174.6,1440.45,6
2004,2,710,144,1080,6
2004,2,711,384.4,3190.52,6
2004,2,712,1751.6,14281.79,6
2004,2,714,278.5,2297.625,6
2004,2,719,4278.7,32640.275,6
2004,2,720,1866.97,14831.65,6
2004,2,737,496.4,4173.7,6
2004,2,738,783.1,6194.95,6
2004,2,739,39.4,295.5,6
2004,2,740,115.1,823.025,6
2004,2,750,68.5,582.25,6
2004,2,754,97,679,6
2004,2,756,1278.15,10233.3,6
2004,2,757,2150.13,17169.61,6
2004,2,761,2262,16965,6
2004,2,762,327.5,2559.875,6
2004,2,765,584,4380,6
2004,2,801,197.5,1678.75,6
2004,2,802,156.9,1203.675,6
2004,2,807,121.1,942.25,6
2004,2,813,3777,31209.23,6
2004,2,814,1078.2,8807.655,6
2004,2,821,1083.05,8427,6
2004,2,822,108,891,6
2004,2,823,66.4,547.8,6
2004,2,829,385,3272.5,6
2004,2,832,9,81,6
2004,2,842,870,6797,6
2004,2,850,73.95,591.6,6
2004,2,860,4040.05,29200.55,6
2004,2,861,6,54,6
2004,2,862,21,168,6
2004,2,877,436,3543.75,6
2004,2,878,191.7,1644.3,6
2004,2,880,22.65,195.85,6
2004,2,881,50,400,6
2004,2,897,2600.45,19105.3,6
2004,3,652,562.3,4402.25,6
2004,3,653,231.95,1735.025,6
2004,3,654,182.73,1581.254,6
2004,3,655,81.82,707.415,6
2004,3,656,252.4,1876.05,6
2004,3,657,383.68,3173.96,6
2004,3,665,171,1368,6
2004,3,680,2000.95,16213.16,6
2004,3,681,39.6,331.35,6
2004,3,683,55,495,6
2004,3,684,293.4,2459.05,6
2004,3,685,21,178.5,6
2004,3,686,88.4,729.3,6
2004,3,687,1007.5,8116.3,6
2004,3,688,5534.8,44283.35,6
2004,3,689,4070.9,31070.825,6
2004,3,690,1310.9,10277.25,6
2004,3,704,29,232,6
2004,3,708,348,2639,6
2004,3,709,184.7,1523.775,6
2004,3,710,452.8,3658.6,6
2004,3,711,588.4,4937.4,6
2004,3,712,601.9,4989.255,6
2004,3,719,3106,24133.5,6
2004,3,720,299.75,2382.575,6
2004,3,737,297,2487.25,6
2004,3,738,258.15,1700.1625,6
2004,3,740,228.25,1766.6875,6
2004,3,756,841.5,6559.25,6
2004,3,757,827.91,6649.745,6
2004,3,761,707,5302.5,6
2004,3,762,126.7,950.25,6
2004,3,765,513,3847.5,6
2004,3,801,163.5,1389.75,6
2004,3,802,12,0,6
2004,3,813,2538.1,20024.35,6
2004,3,814,746.9,5521.725,6
2004,3,821,242,1887.15,6
2004,3,822,86.1,371.25,6
2004,3,842,203,1627.5,6
2004,3,860,2134.32,17313.23,6
2004,3,861,133.12,875.5,6
2004,3,878,32.2,289.8,6
2004,3,880,37,333,6
2004,3,897,1520.25,10668.05,6
2004,5,688,1664,1996.8,6
2004,8,653,514,616.8,6
2004,10,257,36.3,217.8,7
2004,10,260,376,2444,7
2004,10,262,265.8,1727.7,7
2004,10,301,75,637.5,7
2004,10,560,171,1111.5,7
2004,10,632,278.2,1877.85,7
2004,10,651,341.8,2307.15,7
2004,10,652,3742.99,26487.625,7
2004,10,653,13242.4,94060.2125,7
2004,10,654,8636.15,60955.375,7
2004,10,655,8512.15,57033.9875,7
2004,10,656,2344.5,16485.75,7
2004,10,657,4169.4,28747.35,7
2004,10,665,8838.7,62773.9,7
2004,10,680,1870.1,12440.65,7
2004,10,681,4967.02,34261.525,7
2004,10,683,1295.5,9281.375,7
2004,10,684,3386.55,23631.9875,7
2004,10,685,114.4,772.2,7
2004,10,686,903.35,6175.9,7
2004,10,687,2768.8,18446.9,7
2004,10,688,5410.01,35752.1425,7
2004,10,689,3217.6,22353.975,7
2004,10,704,59,486.75,7
2004,10,706,624.4,4789.15,7
2004,10,707,473.7,3197.475,7
2004,10,708,12277.8,88826.1,7
2004,10,709,1780,12516.9,7
2004,10,710,230.9,1904.925,7
2004,10,711,2722.15,18581.5125,7
2004,10,712,5458.1,37076.075,7
2004,10,714,551.6,3723.3,7
2004,10,718,1006.8,6452.5,7
2004,10,719,11170.6,76722.23,7
2004,10,720,5927.8,44727.865,7
2004,10,721,1134,7654.5,7
2004,10,728,59.4,386.1,7
2004,10,730,485.8,2501.15,7
2004,10,737,13110.96,91509.62,7
2004,10,738,9283.5,62213.9125,7
2004,10,739,90,675,7
2004,10,754,516.2,3742.45,7
2004,10,756,11261.6,82407.463,7
2004,10,757,17090.08,118911.9325,7
2004,10,758,211,1582.5,7
2004,10,762,8884.1,59840.25,7
2004,10,765,3150.1,21723.2,7
2004,10,767,926.3,6351.575,7
2004,10,800,679,4413.5,7
2004,10,801,1814.6,13148.8,7
2004,10,802,1858.1,12217.7,7
2004,10,803,122,915,7
2004,10,806,1361,9504.5,7
2004,10,807,1940,12610,7
2004,10,813,8387.7,60501.375,7
2004,10,814,3101.65,21002.225,7
2004,10,821,36083.1,238325.06,7
2004,10,822,6674.4,43740,7
2004,10,827,83.6,543.4,7
2004,10,828,207,1345.5,7
2004,10,842,16170.6,106599.95,7
2004,10,843,500,3250,7
2004,10,848,1775,11537.5,7
2004,10,850,9325.08,65715.1625,7
2004,10,860,96772.47,636815.66,7
2004,10,861,206,1648,7
2004,10,862,164,1066,7
2004,10,864,575,3737.5,7
2004,10,867,3574.7,22828,7
2004,10,878,46,299,7
2004,10,897,264.5,1282.5,7
2004,11,560,32.5,16.25,7
2004,11,652,3902.5,26856.425,7
2004,11,653,3309.6,25870.845,7
2004,11,654,3576.1,24872.65,7
2004,11,655,2979.6,18659.44,7
2004,11,656,1140.8,7965.82,7
2004,11,657,2575.4,17887.78,7
2004,11,664,10.44,75.69,7
2004,11,665,5755.4,41401.17,7
2004,11,680,2395.9,16569.61,7
2004,11,681,2584.85,16907.581,7
2004,11,683,2346.5,17709.3,7
2004,11,684,4335.6,29769.375,7
2004,11,685,386.3,2800.675,7
2004,11,686,558.7,3963.655,7
2004,11,687,1904.3,13210.5,7
2004,11,688,6327.65,42131.805,7
2004,11,689,2831.3,19792.31,7
2004,11,690,139.5,794.5,7
2004,11,704,205,1691.25,7
2004,11,706,88.3,640.175,7
2004,11,707,1090.6,7757.25,7
2004,11,708,8382.5,59584.07,7
2004,11,709,705.3,4962.955,7
2004,11,710,3033.7,22029.82,7
2004,11,711,3619.2,25425.835,7
2004,11,712,4827.7,33572.355,7
2004,11,718,309.5,2004.125,7
2004,11,719,10258.6,70245.59,7
2004,11,720,2864.25,21209.3225,7
2004,11,732,78,526.5,7
2004,11,737,1264.1,9006.65,7
2004,11,738,2995.65,19828.1125,7
2004,11,739,579.4,3798.4125,7
2004,11,754,84.8,551.2,7
2004,11,756,3475.35,26849.2,7
2004,11,757,7021.96,52858.485,7
2004,11,758,411.48,2974.26,7
2004,11,762,6207.8,41925.875,7
2004,11,765,2830,18998,7
2004,11,800,161,1046.5,7
2004,11,801,509,4233.5,7
2004,11,802,1021.1,6731.11,7
2004,11,813,6975.8,50468.55,7
2004,11,814,2884.5,19770.725,7
2004,11,820,119.8,593.9,7
2004,11,821,5949.15,37954.725,7
2004,11,842,6712.9,44264.9,7
2004,11,848,220.44,1653.3,7
2004,11,850,6587.95,44976.9975,7
2004,11,860,40926.89,268646.295,7
2004,11,861,76,608,7
2004,11,862,180,1170,7
2004,11,867,3719,24173.5,7
2004,11,877,113,734.5,7
2004,11,878,71,497,7
2004,11,880,72.36,519.825,7
2004,11,883,47.2,320.96,7
2004,11,897,925.9,6218.075,7
2004,12,238,18,126,7
2004,12,613,212.9,1703.2,7
2004,12,652,1982.75,15349.215,7
2004,12,653,1977.97,14593.685,7
2004,12,654,2185.7,17616.9,7
2004,12,655,1795,14189.465,7
2004,12,656,681,5429.07,7
2004,12,657,1478.1,11818.6,7
2004,12,665,3102.95,25066.24,7
2004,12,680,2194.8,16595.375,7
2004,12,681,537,4337.1,7
2004,12,682,271,2051,7
2004,12,683,823.5,6495.5,7
2004,12,684,1120.71,8816.415,7
2004,12,685,259.6,2037.86,7
2004,12,686,228.9,1831.2,7
2004,12,687,375,3000,7
2004,12,688,4532.78,35938.45,7
2004,12,689,6211.7,48531.935,7
2004,12,690,3928.9,30357.8,7
2004,12,704,883.25,7238.2625,7
2004,12,707,173.3,1386.4,7
2004,12,708,4471.3,35328.8,7
2004,12,709,1303.6,10480.8,7
2004,12,710,4469.3,34864.5,7
2004,12,711,1808.8,14376.635,7
2004,12,712,3838.7,30290.775,7
2004,12,718,96.45,675.15,7
2004,12,719,8879.43,67015.2,7
2004,12,720,4424.8,31859.4,7
2004,12,732,9.45,66.15,7
2004,12,737,474.75,3479.15,7
2004,12,738,3273.1,22323.1625,7
2004,12,739,92.45,686.5,7
2004,12,740,39.7,277.9,7
2004,12,753,29.9,239.2,7
2004,12,756,3097.8,24522.475,7
2004,12,757,3924.75,31854.89,7
2004,12,762,4732.8,35633.825,7
2004,12,764,161,1288,7
2004,12,765,1818,12941,7
2004,12,800,54.6,382.2,7
2004,12,801,1055.5,2876.25,7
2004,12,802,2727.05,20608.6125,7
2004,12,813,6554.9,52189.6,7
2004,12,814,5111.3,40484.8,7
2004,12,821,2034.5,14973.5,7
2004,12,829,169,1267.5,7
2004,12,842,2057.13,14721.55,7
2004,12,848,171.02,1368.16,7
2004,12,850,3952.4,28134.3,7
2004,12,860,19133.15,135757.2125,7
2004,12,861,65,520,7
2004,12,862,199,1592,7
2004,12,867,2764.8,20154.9,7
2004,12,869,91,637,7
2004,12,877,420,2928.5,7
2004,12,878,1058.1,8339.95,7
2004,12,880,186.63,1493.04,7
2004,12,897,5616.65,37285.35,7
2004,12,1035,106.2,902.7,7
2005,1,652,3145,25145.42,7
2005,1,653,718.57,5590.66,7
2005,1,654,1954.5,15540,7
2005,1,655,1369.1,10984.9,7
2005,1,656,294.6,2296.8,7
2005,1,657,3335.3,26923.05,7
2005,1,658,759.98,6079.84,7
2005,1,665,3379.4,27053.77,7
2005,1,680,3578.15,28625.2,7
2005,1,681,892.32,7138.56,7
2005,1,683,2325.2,18601.6,7
2005,1,684,224.1,1712.8,7
2005,1,686,268,2144,7
2005,1,687,781.1,6340.75,7
2005,1,688,6677.1,53511.45,7
2005,1,689,4689.8,37326.4,7
2005,1,690,2730.9,22305.875,7
2005,1,704,2002,16194,7
2005,1,707,647.9,5183.2,7
2005,1,708,1879.5,15036,7
2005,1,709,2550.6,20664.78,7
2005,1,710,586.2,4689.6,7
2005,1,711,2158.4,19074.975,7
2005,1,712,3154,25098.4,7
2005,1,718,807.75,6115.125,7
2005,1,719,14998.57,114866.2,7
2005,1,720,4139.35,31213.2,7
2005,1,721,43.5,348,7
2005,1,737,2551.04,20359.145,7
2005,1,738,3029.65,23467.775,7
2005,1,739,81.4,610.5,7
2005,1,740,244.9,1760.6,7
2005,1,756,3426.2,28773.5,7
2005,1,757,3033.9,25269.35,7
2005,1,758,276,1932,7
2005,1,762,3023.7,23408.125,7
2005,1,765,918,6856,7
2005,1,801,806.35,6626.3,7
2005,1,802,1466.8,11710.4,7
2005,1,807,245.9,1967.2,7
2005,1,813,7559.2,61955.2,7
2005,1,814,2305.1,18751.8,7
2005,1,821,919.85,7262.8,7
2005,1,842,1615.07,13097.66,7
2005,1,850,726.8,4300.8,7
2005,1,860,15712.1,117922.59,7
2005,1,861,106,901,7
2005,1,867,786,5109,7
2005,1,877,200,1449.5,7
2005,1,878,1206.41,9651.28,7
2005,1,897,342.1,2736.8,7
2005,2,231,67,469,7
2005,2,652,730.94,6109.79,7
2005,2,653,280.65,1472.725,7
2005,2,654,981.5,8250.95,7
2005,2,655,732.3,6136.35,7
2005,2,656,669.4,5689.9,7
2005,2,657,1793.3,14906.6,7
2005,2,665,1190.55,10119.675,7
2005,2,680,4367.85,35811.0175,7
2005,2,681,86.65,693.2,7
2005,2,683,714.7,5786.2,7
2005,2,684,134.3,1141.55,7
2005,2,685,441,3748.5,7
2005,2,686,492.9,4032.37,7
2005,2,687,1091.48,9267.29,7
2005,2,688,7887.3,66961.245,7
2005,2,689,4519.3,38213.775,7
2005,2,690,2755.9,23425.965,7
2005,2,702,140,1120,7
2005,2,704,277,2236,7
2005,2,707,93.2,792.2,7
2005,2,708,1077.8,6577.41,7
2005,2,710,211.1,1794.35,7
2005,2,711,2297.3,20117.45,7
2005,2,712,1214.5,9952.15,7
2005,2,715,17,0,7
2005,2,718,1038.65,7833.6,7
2005,2,719,7854.1,62263.5,7
2005,2,720,2274,17816.1,7
2005,2,737,879.35,6704.65,7
2005,2,738,1129,7303.95,7
2005,2,739,28,224,7
2005,2,740,112.1,838.5,7
2005,2,750,48.6,388.8,7
2005,2,756,1977.3,16354.1,7
2005,2,757,2185.95,17567.49,7
2005,2,761,30,300,7
2005,2,762,2761.05,21096.525,7
2005,2,801,371.25,3013.45,7
2005,2,802,551.2,4409.6,7
2005,2,813,2252.7,18887.85,7
2005,2,814,6840,57576.9,7
2005,2,821,1181.8,9047.9,7
2005,2,842,1123.4,8902.05,7
2005,2,860,5547,41680.25,7
2005,2,861,55,467.5,7
2005,2,867,1168.5,7742.2,7
2005,2,878,360.7,2885.6,7
2005,2,897,718.85,5645.7,7
2005,3,652,340.7,2919.65,7
2005,3,653,222.3,1698.2,7
2005,3,655,465.1,4085.6,7
2005,3,656,193.5,1644.75,7
2005,3,657,740.3,6416.15,7
2005,3,665,941.7,8217.525,7
2005,3,680,1202.4,10207.9,7
2005,3,683,65.15,535.3625,7
2005,3,685,624.2,5305.7,7
2005,3,686,451.4,3836.9,7
2005,3,687,81.4,691.9,7
2005,3,688,2222.8,18696.775,7
2005,3,689,2199.1,17645.8,7
2005,3,690,516.3,4379.495,7
2005,3,702,10,80,7
2005,3,707,81,688.5,7
2005,3,708,555.1,4194.75,7
2005,3,709,57.4,487.9,7
2005,3,711,1974.3,16874.33,7
2005,3,712,609.5,5080.45,7
2005,3,718,203.75,1555.175,7
2005,3,719,2945.3,22896.5,7
2005,3,720,1364.75,10358.5,7
2005,3,737,83.7,669.6,7
2005,3,738,260.25,2076.8,7
2005,3,739,33,247.5,7
2005,3,740,203.8,1528.5,7
2005,3,756,1042.5,8443.6,7
2005,3,757,335.9,2347.7,7
2005,3,762,1766.8,14134.4,7
2005,3,801,75.5,491,7
2005,3,802,180,1280,7
2005,3,813,1688.2,14110.51,7
2005,3,814,1805.3,14704.15,7
2005,3,821,559.65,4477.2,7
2005,3,842,506.05,3620.8,7
2005,3,860,1572.9,10094.15,7
2005,3,867,620.1,4488,7
2005,3,877,73.7,552.75,7
2005,3,878,138.85,1099.925,7
2005,3,897,86.6,692.8,7
2005,10,241,73.2,585.6,8
2005,10,608,172.1,1419.825,8
2005,10,611,108,864,8
2005,10,619,45.8,366.4,8
2005,10,652,5988.4,41532.675,8
2005,10,653,7773.82,58970.46,8
2005,10,654,11362.4,92127.525,8
2005,10,655,3395,27277.3,8
2005,10,656,443.6,3548.8,8
2005,10,657,460.6,3684.8,8
2005,10,659,191.4,1531.2,8
2005,10,665,5992.9,48056.475,8
2005,10,680,1343.4,10509.55,8
2005,10,681,1079,8188.14,8
2005,10,683,384.5,3116.25,8
2005,10,684,325.2,2656.025,8
2005,10,685,85.9,687.2,8
2005,10,686,783.6,6405.9,8
2005,10,687,613.6,4748.8,8
2005,10,688,1892.6,14973.1,8
2005,10,689,3048.4,24536.125,8
2005,10,704,38.5,308,8
2005,10,707,541.5,4358.975,8
2005,10,708,10808.25,87752.275,8
2005,10,709,703.7,5629.6,8
2005,10,711,1436,13283,8
2005,10,712,1196,9568,8
2005,10,713,1593,2230.2,8
2005,10,718,302.1,2274.5,8
2005,10,719,7958.3,60002.75,8
2005,10,720,4330.2,30120.75,8
2005,10,737,3632.35,25617.7875,8
2005,10,738,5383.25,38729.65,8
2005,10,739,37.9,284.25,8
2005,10,750,94,752,8
2005,10,751,54.3,434.4,8
2005,10,756,11481.2,91135.2065,8
2005,10,757,9188.31,72319.38,8
2005,10,758,125,957,8
2005,10,761,120,1500,8
2005,10,762,3671.94,27620.55,8
2005,10,765,1430,10423,8
